<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Gold.Coin.140012,20190929,3995000.00,4000000.00,3970000.00,3987431.00,15550980530,3900,137,D,3956190.00,3996002.00
Gold.Coin.140012,20190928,4009000.00,4018000.00,3940000.00,3956190.00,48898515680,12360,327,D,3998142.00,3944000.00
Gold.Coin.140012,20190925,4002000.00,4005000.00,3987001.00,3998142.00,25108331670,6280,125,D,4001011.00,3994000.00
Gold.Coin.140012,20190924,4015005.00,4018000.00,3998000.00,4001011.00,72458311630,18110,266,D,4000344.00,3998000.00
Gold.Coin.140012,20190923,4011100.00,4011100.00,3990000.00,4000344.00,30522627830,7630,253,D,4032720.00,3998023.00
Gold.Coin.140012,20190922,4068999.00,4068999.00,4020004.00,4032720.00,21776689130,5400,129,D,4065004.00,4026000.00
Gold.Coin.140012,20190921,4045111.00,4074998.00,4045111.00,4065004.00,26625778320,6550,211,D,4031992.00,4060000.00
Gold.Coin.140012,20190918,4030000.00,4042598.00,4023001.00,4031992.00,15079648980,3740,152,D,4031403.00,4023001.00
Gold.Coin.140012,20190917,4030300.00,4043500.00,4010000.00,4031403.00,15964355420,3960,145,D,4030524.00,4020001.00
Gold.Coin.140012,20190916,4010001.00,4085000.00,4010001.00,4030524.00,22288798070,5530,176,D,4014892.00,4040000.00
Gold.Coin.140012,20190915,4010007.00,4029000.00,3995001.00,4014892.00,59059057290,14710,205,D,4031789.00,3998000.00
Gold.Coin.140012,20190914,4060000.00,4060000.00,4011113.00,4031789.00,25682495540,6370,227,D,4096560.00,4024000.00
Gold.Coin.140012,20190911,4139999.00,4139999.00,4092000.00,4096560.00,40883671710,9980,198,D,4151050.00,4095000.00
Gold.Coin.140012,20190908,4160000.00,4160000.00,4142002.00,4151050.00,10253092600,2470,120,D,4115926.00,4147000.00
Gold.Coin.140012,20190907,4122000.00,4122899.00,4100504.00,4115926.00,9466629280,2300,100,D,4123274.00,4115000.00
Gold.Coin.140012,20190904,4130000.00,4135000.00,4110000.00,4123274.00,14184061620,3440,104,D,4131473.00,4125000.00
Gold.Coin.140012,20190903,4133000.00,4139789.00,4121011.00,4131473.00,14253581630,3450,107,D,4082514.00,4124000.00
Gold.Coin.140012,20190902,4087000.00,4101499.00,4063001.00,4082514.00,21841451070,5350,156,D,4130526.00,4100000.00
Gold.Coin.140012,20190901,4121000.00,4144000.00,4120000.00,4130526.00,37298653110,9030,240,D,4114107.00,4130000.00
Gold.Coin.140012,20190831,4130000.00,4130000.00,4099006.00,4114107.00,18184353730,4420,191,D,4037900.00,4124800.00
Gold.Coin.140012,20190828,4048999.00,4049000.00,4020005.00,4037900.00,12800144300,3170,124,D,4031478.00,4039200.00
Gold.Coin.140012,20190827,4024000.00,4071030.00,4000000.00,4031478.00,51441655900,12760,367,D,4054446.00,4000000.00
Gold.Coin.140012,20190826,4051000.00,4070000.00,4040000.00,4054446.00,35679128690,8800,307,D,4153333.00,4056000.00
Gold.Coin.140012,20190825,4135000.00,4165000.00,4130102.00,4153333.00,35677130810,8590,116,D,4181869.00,4155000.00
Gold.Coin.140012,20190824,4182000.00,4199994.00,4170007.00,4181869.00,35253156160,8430,136,D,4167291.00,4175002.00
Gold.Coin.140012,20190821,4160510.00,4170399.00,4160000.00,4167291.00,14918902610,3580,113,D,4166804.00,4170000.00
Gold.Coin.140012,20190819,4170000.00,4176999.00,4160000.00,4166804.00,13417108200,3220,85,D,4189288.00,4170400.00
Gold.Coin.140012,20190818,4200000.00,4200000.00,4180000.00,4189288.00,14453045540,3450,124,D,4204724.00,4192000.00
Gold.Coin.140012,20190817,4222218.00,4222218.00,4190010.00,4204724.00,33049130650,7860,171,D,4183630.00,4210000.00
Gold.Coin.140012,20190814,4205000.00,4205000.00,4179999.00,4183630.00,31962937370,7640,192,D,4234002.00,4187000.00
Gold.Coin.140012,20190813,4263000.00,4263000.00,4217000.00,4234002.00,16893669310,3990,137,D,4173378.00,4233000.00
Gold.Coin.140012,20190811,4200000.00,4200000.00,4165002.00,4173378.00,31342068350,7510,150,D,4213730.00,4200000.00
Gold.Coin.140012,20190810,4200000.00,4235000.00,4200000.00,4213730.00,29285425830,6950,123,D,4261590.00,4220000.00
Gold.Coin.140012,20190807,4220000.00,4273995.00,4220000.00,4261590.00,22032423940,5170,166,D,4223267.00,4268001.00
Gold.Coin.140012,20190806,4221000.00,4232900.00,4210001.00,4223267.00,36404566680,8620,135,D,4240442.00,4216002.00
Gold.Coin.140012,20190805,4235000.00,4250097.00,4201021.00,4240442.00,53938428770,12720,320,D,4154469.00,4249000.00
Gold.Coin.140012,20190804,4120001.00,4165000.00,4120000.00,4154469.00,14873000010,3580,127,D,4177516.00,4160003.00
Gold.Coin.140012,20190803,4199000.00,4199999.00,4140002.00,4177516.00,38516695840,9220,226,D,4100794.00,4172010.00
Gold.Coin.140012,20190731,4149998.00,4149998.00,4085000.00,4100794.00,57493129240,14020,331,D,4210664.00,4085000.00
Gold.Coin.140012,20190730,4217236.00,4224992.00,4177777.00,4210664.00,85602814170,20330,162,D,4213402.00,4180001.00
Gold.Coin.140012,20190729,4219999.00,4230000.00,4195000.00,4213402.00,45841812430,10880,128,D,4245508.00,4223000.00
Gold.Coin.140012,20190728,4250000.00,4270000.00,4223000.00,4245508.00,28572267720,6730,136,D,4229126.00,4245000.00
Gold.Coin.140012,20190727,4264900.00,4279898.00,4200000.00,4229126.00,53329280930,12610,183,D,4325032.00,4269999.00
Gold.Coin.140012,20190724,4350000.00,4350000.00,4286000.00,4325032.00,49348615370,11410,214,D,4387015.00,4289999.00
Gold.Coin.140012,20190723,4340000.00,4410000.00,4340000.00,4387015.00,42378571780,9660,246,D,4274672.00,4397011.00
Gold.Coin.140012,20190722,4309933.00,4309933.00,4250035.00,4274672.00,36249220860,8480,116,D,4319196.00,4290000.00
Gold.Coin.140012,20190721,4275001.00,4325303.00,4275001.00,4319196.00,98045755660,22700,286,D,4126266.00,4295008.00
Gold.Coin.140012,20190720,4099908.00,4150285.00,4071000.00,4126266.00,63338190220,15350,237,D,3971884.00,4150285.00
Gold.Coin.140012,20190717,3902000.00,4099996.00,3902000.00,3971884.00,95722409400,24100,419,D,4079520.00,4080000.00
Gold.Coin.140012,20190716,4079002.00,4120000.00,4072423.00,4079520.00,90850917170,22270,331,D,4295531.00,4072423.00
Gold.Coin.140012,20190715,4349009.00,4349009.00,4250000.00,4295531.00,45188988860,10520,212,D,4378110.00,4270000.00
Gold.Coin.140012,20190714,4402345.00,4410000.00,4354000.00,4378110.00,70356233250,16070,250,D,4483786.00,4368000.00
Gold.Coin.140012,20190713,4485000.00,4500000.00,4415000.00,4483786.00,48918112960,10910,166,D,4563676.00,4458999.00
Gold.Coin.140012,20190710,4540000.00,4573000.00,4540000.00,4563676.00,21266732330,4660,109,D,4560262.00,4573000.00
Gold.Coin.140012,20190709,4575001.00,4584000.00,4535005.00,4560262.00,37166133730,8150,187,D,4583075.00,4543000.00
Gold.Coin.140012,20190708,4578101.00,4595000.00,4578099.00,4583075.00,85932659660,18750,154,D,4613660.00,4595000.00
Gold.Coin.140012,20190707,4600000.00,4640000.00,4590000.00,4613660.00,36355645960,7880,264,D,4699742.00,4606000.00
Gold.Coin.140012,20190706,4718000.00,4718000.00,4680000.00,4699742.00,134600619770,28640,397,D,4622949.00,4714996.00
Gold.Coin.140012,20190703,4605000.00,4630000.00,4605000.00,4622949.00,33054090670,7150,128,D,4579983.00,4628800.00
Gold.Coin.140012,20190702,4599900.00,4600000.00,4560111.00,4579983.00,50425610680,11010,179,D,4587466.00,4570000.00
Gold.Coin.140012,20190701,4534000.00,4603999.00,4534000.00,4587466.00,65050273200,14180,227,D,4608712.00,4600000.00
Gold.Coin.140012,20190630,4620001.00,4635000.00,4597001.00,4608712.00,113835187310,24700,208,D,4677844.00,4614994.00
Gold.Coin.140012,20190626,4640001.00,4700000.00,4640001.00,4677844.00,93322985670,19950,170,D,4735939.00,4684500.00
Gold.Coin.140012,20190625,4747964.00,4747964.00,4720000.00,4735939.00,66871465870,14120,195,D,4751028.00,4740000.00
Gold.Coin.140012,20190624,4750000.00,4760000.00,4740000.00,4751028.00,42284152510,8900,217,D,4724689.00,4750000.00
Gold.Coin.140012,20190623,4743000.00,4743000.00,4700000.00,4724689.00,28584372750,6050,100,D,4735003.00,4740000.00
Gold.Coin.140012,20190622,4727000.00,4800000.00,4720200.00,4735003.00,144796412580,30580,264,D,4692321.00,4725000.00
Gold.Coin.140012,20190619,4680000.00,4715000.00,4680000.00,4692321.00,123267277040,26270,241,D,4683798.00,4715000.00
Gold.Coin.140012,20190618,4700000.00,4700000.00,4660222.00,4683798.00,87633861260,18710,282,D,4739883.00,4699000.00
Gold.Coin.140012,20190617,4775000.00,4775000.00,4730001.00,4739883.00,40052015550,8450,170,D,4817008.00,4730001.00
Gold.Coin.140012,20190616,4790100.00,4849999.00,4777777.00,4817008.00,107563784430,22330,372,D,4697469.00,4839999.00
Gold.Coin.140012,20190615,4698999.00,4715000.00,4673000.00,4697469.00,89909560830,19140,358,D,4579823.00,4709000.00
Gold.Coin.140012,20190612,4546001.00,4599000.00,4546000.00,4579823.00,78589759760,17160,228,D,4534534.00,4570000.00
Gold.Coin.140012,20190611,4529998.00,4550000.00,4510000.00,4534534.00,47521921780,10480,210,D,4512207.00,4539988.00
Gold.Coin.140012,20190610,4500000.00,4560000.00,4472000.00,4512207.00,72556294590,16080,190,D,4480148.00,4550000.00
Gold.Coin.140012,20190609,4510002.00,4520000.00,4452500.00,4480148.00,103805035170,23170,377,D,4670074.00,4477000.00
Gold.Coin.140012,20190608,4650001.00,4700000.00,4622673.00,4670074.00,64306927260,13770,203,D,4618513.00,4622673.00
Gold.Coin.140012,20190603,4658950.00,4658950.00,4592000.00,4618513.00,113153584160,24500,426,D,4665074.00,4612000.00
Gold.Coin.140012,20190602,4635000.00,4675000.00,4635000.00,4665074.00,90502432380,19400,207,D,4703718.00,4659200.00
Gold.Coin.140012,20190601,4730000.00,4730000.00,4690000.00,4703718.00,126247788130,26840,301,D,4692549.00,4704998.00
Gold.Coin.140012,20190529,4695000.00,4719917.00,4616002.00,4692549.00,191315238570,40770,361,D,4727813.00,4700003.00
Gold.Coin.140012,20190528,4740000.00,4766000.00,4680001.00,4727813.00,118053495500,24970,383,D,4843848.00,4722222.00
Gold.Coin.140012,20190526,4800000.00,4875000.00,4784001.00,4843848.00,69606105080,14370,186,D,4851349.00,4840000.00
Gold.Coin.140012,20190525,4875210.00,4906000.00,4800004.00,4851349.00,35220794730,7260,181,D,4916695.00,4843000.00
Gold.Coin.140012,20190522,4900000.00,4930000.00,4900000.00,4916695.00,94646378100,19250,331,D,4806765.00,4915000.00
Gold.Coin.140012,20190521,4749397.00,4867900.00,4730000.00,4806765.00,103297390020,21490,373,D,4749484.00,4867900.00
Gold.Coin.140012,20190520,4829000.00,4829000.00,4680000.00,4749484.00,179815471740,37860,490,D,4899566.00,4745000.00
Gold.Coin.140012,20190519,4939999.00,4939999.00,4890000.00,4899566.00,119010462550,24290,276,D,4960026.00,4900000.00
Gold.Coin.140012,20190518,5050000.00,5050000.00,4950009.00,4960026.00,81394026510,16410,368,D,5079608.00,4960000.00
Gold.Coin.140012,20190515,5119000.00,5119000.00,5054000.00,5079608.00,86607321790,17050,226,D,5105895.00,5054001.00
Gold.Coin.140012,20190514,5120000.00,5128001.00,5086145.00,5105895.00,57696618090,11300,207,D,5115986.00,5115001.00
Gold.Coin.140012,20190513,5155000.00,5155000.00,5100500.00,5115986.00,59294275810,11590,209,D,5104850.00,5109000.00
Gold.Coin.140012,20190512,5133333.00,5140000.00,5060000.00,5104850.00,88824389980,17400,313,D,5214274.00,5100000.00
Gold.Coin.140012,20190511,5270000.00,5270000.00,5170000.00,5214274.00,172853195520,33150,568,D,5286952.00,5176000.00
Gold.Coin.140012,20190508,5258000.00,5312999.00,5250000.00,5286952.00,79039937610,14950,336,D,5233416.00,5277003.00
Gold.Coin.140012,20190507,5200300.00,5269899.00,5200000.00,5233416.00,90224091710,17240,451,D,5161049.00,5261500.00
Gold.Coin.140012,20190506,5130000.00,5177800.00,5115000.00,5161049.00,137851625670,26710,352,D,5140568.00,5171000.00
Gold.Coin.140012,20190505,5156000.00,5181000.00,5112002.00,5140568.00,91759135010,17850,492,D,5157164.00,5160000.00
Gold.Coin.140012,20190504,5152001.00,5184996.00,5125000.00,5157164.00,82205195890,15940,451,D,5099439.00,5178000.00
Gold.Coin.140012,20190501,5105000.00,5129000.00,5089001.00,5099439.00,105966346190,20780,370,D,5036190.00,5112000.00
Gold.Coin.140012,20190430,5039002.00,5055001.00,4990011.00,5036190.00,90097444130,17890,281,D,5054731.00,5006999.00
Gold.Coin.140012,20190429,5070000.00,5074000.00,5050000.00,5054731.00,121313538310,24000,361,D,5094016.00,5050505.00
Gold.Coin.140012,20190428,5100000.00,5100000.00,5071002.00,5094016.00,88330243140,17340,360,D,5071057.00,5100000.00
Gold.Coin.140012,20190427,5068001.00,5088000.00,5056011.00,5071057.00,117242847960,23120,420,D,4999931.00,5088000.00
Gold.Coin.140012,20190424,4999742.00,5013333.00,4990002.00,4999931.00,43749399550,8750,204,D,4989769.00,5008002.00
Gold.Coin.140012,20190423,4995000.00,5010000.00,4960000.00,4989769.00,113417445750,22730,408,D,4986547.00,4988001.00
Gold.Coin.140012,20190422,4989999.00,5028998.00,4950000.00,4986547.00,109005915180,21860,479,D,4859462.00,4985000.00
Gold.Coin.140012,20190420,4877999.00,4880000.00,4837000.00,4859462.00,67254955570,13840,263,D,4852602.00,4860000.00
Gold.Coin.140012,20190417,4820000.00,4880000.00,4820000.00,4852602.00,36054837300,7430,202,D,4819838.00,4870000.00
Gold.Coin.140012,20190416,4860000.00,4860000.00,4801000.00,4819838.00,62079522090,12880,263,D,4945307.00,4808000.00
Gold.Coin.140012,20190415,4990000.00,4990000.00,4900000.00,4945307.00,45051746650,9110,254,D,4876205.00,4955005.00
Gold.Coin.140012,20190414,4945000.00,4945000.00,4836000.00,4876205.00,62756758090,12870,301,D,4894656.00,4885000.00
Gold.Coin.140012,20190413,5035000.00,5035000.00,4891833.00,4894656.00,45911875520,9380,281,D,5161180.00,4891833.00
Gold.Coin.140012,20190410,5200000.00,5200000.00,5065002.00,5161180.00,77778979870,15070,167,D,5327513.00,5065002.00
Gold.Coin.140012,20190409,5328821.00,5328821.00,5251009.00,5327513.00,18859397180,3540,140,D,5322500.00,5320000.00
Gold.Coin.140012,20190408,5303000.00,5390000.00,5224000.00,5322500.00,34649478330,6510,254,D,5242255.00,5348000.00
Gold.Coin.140012,20190407,5320557.00,5325000.00,5150000.00,5242255.00,53156472970,10140,328,D,5076736.00,5320000.00
Gold.Coin.140012,20190406,4960000.00,5120000.00,4960000.00,5076736.00,31272692310,6160,179,D,4980789.00,5119999.00
Gold.Coin.140012,20190331,4955555.00,5000000.00,4941010.00,4980789.00,26647222950,5350,98,D,4914032.00,4979999.00
Gold.Coin.140012,20190330,4880000.00,4935000.00,4850000.00,4914032.00,14004991130,2850,98,D,4910692.00,4931899.00
Gold.Coin.140012,20190327,4890000.00,4940000.00,4890000.00,4910692.00,4616050610,940,52,D,4900096.00,4903000.00
Gold.Coin.140012,20190326,4830000.00,4913000.00,4830000.00,4900096.00,3038059980,620,27,D,4893416.00,4891000.00
Gold.Coin.140012,20190325,4836000.00,4900000.00,4836000.00,4893416.00,587210000,120,5,D,4873750.00,4900000.00
Gold.Coin.140012,20190319,4800000.00,4900000.00,4800000.00,4873750.00,389899990,80,8,D,4774405.00,4850001.00
Gold.Coin.140012,20190318,4702000.00,4800000.00,4702000.00,4774405.00,477440500,100,9,D,4702750.00,4800000.00
Gold.Coin.140012,20190317,4701000.00,4750000.00,4660000.00,4702750.00,188110000,40,4,D,1000000.00,4750000.00
